Timestamp,ECG_Value
2026-02-26 15:13:36,0.05
2026-02-26 15:13:36,-0.14
2026-02-26 15:13:36,0.11
2026-02-26 15:13:36,0.05
2026-02-26 15:13:36,-0.1
2026-02-26 15:13:36,0.02
2026-02-26 15:13:36,0.02
2026-02-26 15:13:36,0.02
2026-02-26 15:13:36,-0.04
2026-02-26 15:13:36,0.02
2026-02-26 15:13:36,-0.01
2026-02-26 15:13:36,0.02
2026-02-26 15:13:36,-0.03
2026-02-26 15:13:36,0.02
2026-02-26 15:13:36,-0.01
2026-02-26 15:13:36,0.01
2026-02-26 15:13:36,-0.02
2026-02-26 15:13:36,0.02
2026-02-26 15:13:36,-0.01
2026-02-26 15:13:36,0.01
2026-02-26 15:13:36,-0.01
2026-02-26 15:13:36,0.01
2026-02-26 15:13:36,-0.01
2026-02-26 15:13:36,0.02
2026-02-26 15:13:36,-0.01
2026-02-26 15:13:36,-0.01
2026-02-26 15:13:36,0
2026-02-26 15:13:36,0
2026-02-26 15:13:36,0.01
2026-02-26 15:13:36,-0.01
2026-02-26 15:13:36,0.01
2026-02-26 15:13:36,0
2026-02-26 15:13:36,0
2026-02-26 15:13:36,0
2026-02-26 15:13:36,-0.01
2026-02-26 15:13:36,0.01
2026-02-26 15:13:36,-0.01
2026-02-26 15:13:36,0.01
2026-02-26 15:13:36,-0.01
2026-02-26 15:13:36,0
2026-02-26 15:13:36,0.01
2026-02-26 15:13:36,-0.01
2026-02-26 15:13:36,0.01
2026-02-26 15:13:36,0
2026-02-26 15:13:36,0
2026-02-26 15:13:36,0
2026-02-26 15:13:36,0.01
2026-02-26 15:13:36,-0.01
2026-02-26 15:13:36,0
2026-02-26 15:13:36,-0.01
2026-02-26 15:13:36,0
2026-02-26 15:13:36,0
2026-02-26 15:13:36,-0.01
2026-02-26 15:13:36,0
2026-02-26 15:13:36,0.01
2026-02-26 15:13:36,-0.01
2026-02-26 15:13:36,0
2026-02-26 15:13:36,0.01
2026-02-26 15:13:37,0
2026-02-26 15:13:37,0
2026-02-26 15:13:37,-0.01
2026-02-26 15:13:37,0.01
2026-02-26 15:13:37,-0.01
2026-02-26 15:13:37,0
2026-02-26 15:13:37,0
2026-02-26 15:13:37,0
2026-02-26 15:13:37,-0.01
2026-02-26 15:13:37,0.01
2026-02-26 15:13:37,-0.01
2026-02-26 15:13:37,0.01
2026-02-26 15:13:37,-0.01
2026-02-26 15:13:37,0.01
2026-02-26 15:13:37,-0.01
2026-02-26 15:13:37,0
2026-02-26 15:13:37,0.01
2026-02-26 15:13:37,0
2026-02-26 15:13:37,-0.01
2026-02-26 15:13:37,0.02
2026-02-26 15:13:37,-0.02
2026-02-26 15:13:37,0.01
2026-02-26 15:13:37,-0.01
2026-02-26 15:13:37,0
2026-02-26 15:13:37,0
2026-02-26 15:13:37,0
2026-02-26 15:13:37,0
2026-02-26 15:13:37,-0.01
2026-02-26 15:13:37,0.01
2026-02-26 15:13:37,-0.01
2026-02-26 15:13:37,0.01
2026-02-26 15:13:37,0
2026-02-26 15:13:37,0
2026-02-26 15:13:37,0.01
2026-02-26 15:13:37,-0.01
2026-02-26 15:13:37,0.01
2026-02-26 15:13:37,-0.01
2026-02-26 15:13:37,0.01
2026-02-26 15:13:37,-0.01
2026-02-26 15:13:37,0
2026-02-26 15:13:37,0.01
2026-02-26 15:13:37,0
2026-02-26 15:13:37,0
2026-02-26 15:13:37,0.01
2026-02-26 15:13:37,0
2026-02-26 15:13:37,-0.01
2026-02-26 15:13:37,0.01
2026-02-26 15:13:37,0
2026-02-26 15:13:37,0
2026-02-26 15:13:37,0.01
2026-02-26 15:13:37,-0.01
2026-02-26 15:13:37,0.01
2026-02-26 15:13:37,0
2026-02-26 15:13:37,0
2026-02-26 15:13:37,-0.01
2026-02-26 15:13:37,0.01
2026-02-26 15:13:37,0
2026-02-26 15:13:37,0
2026-02-26 15:13:37,0
2026-02-26 15:13:37,0
2026-02-26 15:13:37,0
2026-02-26 15:13:37,0
2026-02-26 15:13:37,0.01
2026-02-26 15:13:37,-0.01
2026-02-26 15:13:37,0
2026-02-26 15:13:37,-0.01
2026-02-26 15:13:37,0.01
2026-02-26 15:13:37,-0.01
2026-02-26 15:13:37,0.01
2026-02-26 15:13:37,-0.02
2026-02-26 15:13:37,0.01
2026-02-26 15:13:37,-0.01
2026-02-26 15:13:37,0.01
2026-02-26 15:13:37,-0.01
2026-02-26 15:13:37,0.01
2026-02-26 15:13:38,-0.01
2026-02-26 15:13:38,0.01
2026-02-26 15:13:38,-0.02
2026-02-26 15:13:38,0.02
2026-02-26 15:13:38,-0.01
2026-02-26 15:13:38,0
2026-02-26 15:13:38,-0.01
2026-02-26 15:13:38,0.02
2026-02-26 15:13:38,-0.02
2026-02-26 15:13:38,0.01
2026-02-26 15:13:38,-0.01
2026-02-26 15:13:38,0.01
2026-02-26 15:13:38,-0.01
2026-02-26 15:13:38,0
2026-02-26 15:13:38,-0.01
2026-02-26 15:13:38,0.01
2026-02-26 15:13:38,-0.02
2026-02-26 15:13:38,0.02
2026-02-26 15:13:38,-0.02
2026-02-26 15:13:38,0.03
2026-02-26 15:13:38,-0.02
2026-02-26 15:13:38,0
2026-02-26 15:13:38,0
2026-02-26 15:13:38,0.01
2026-02-26 15:13:38,-0.02
2026-02-26 15:13:38,0.02
2026-02-26 15:13:38,-0.01
2026-02-26 15:13:38,0.01
2026-02-26 15:13:38,-0.01
2026-02-26 15:13:38,0.02
2026-02-26 15:13:38,-0.01
2026-02-26 15:13:38,0.01
2026-02-26 15:13:38,-0.02
2026-02-26 15:13:38,0.02
2026-02-26 15:13:38,-0.02
2026-02-26 15:13:38,0.02
2026-02-26 15:13:38,-0.02
2026-02-26 15:13:38,0.01
2026-02-26 15:13:38,-0.01
2026-02-26 15:13:38,0.01
2026-02-26 15:13:38,-0.01
2026-02-26 15:13:38,0.01
2026-02-26 15:13:38,-0.02
2026-02-26 15:13:38,0.02
2026-02-26 15:13:38,-0.02
2026-02-26 15:13:38,0.01
2026-02-26 15:13:38,-0.02
2026-02-26 15:13:38,0.02
2026-02-26 15:13:38,-0.02
2026-02-26 15:13:38,0.02
2026-02-26 15:13:38,-0.02
2026-02-26 15:13:38,0.01
2026-02-26 15:13:38,-0.01
2026-02-26 15:13:38,0.01
2026-02-26 15:13:38,-0.01
2026-02-26 15:13:38,0.01
2026-02-26 15:13:38,-0.01
2026-02-26 15:13:38,0.01
2026-02-26 15:13:38,-0.01
2026-02-26 15:13:38,0.01
2026-02-26 15:13:38,-0.01
2026-02-26 15:13:38,0.01
2026-02-26 15:13:38,0
2026-02-26 15:13:38,0
2026-02-26 15:13:38,-0.01
2026-02-26 15:13:38,0.01
2026-02-26 15:13:38,0
2026-02-26 15:13:38,0
2026-02-26 15:13:38,0
2026-02-26 15:13:38,0
2026-02-26 15:13:38,0
2026-02-26 15:13:38,0
2026-02-26 15:13:38,0
2026-02-26 15:13:38,0
2026-02-26 15:13:38,0
2026-02-26 15:13:39,0
2026-02-26 15:13:39,0.01
2026-02-26 15:13:39,-0.01
2026-02-26 15:13:39,0
2026-02-26 15:13:39,0
2026-02-26 15:13:39,0.01
2026-02-26 15:13:39,-0.02
2026-02-26 15:13:39,0
2026-02-26 15:13:39,0
2026-02-26 15:13:39,0.01
2026-02-26 15:13:39,-0.01
2026-02-26 15:13:39,0.01
2026-02-26 15:13:39,0
2026-02-26 15:13:39,0.01
2026-02-26 15:13:39,-0.01
2026-02-26 15:13:39,0.01
2026-02-26 15:13:39,-0.01
2026-02-26 15:13:39,0.01
2026-02-26 15:13:39,-0.01
2026-02-26 15:13:39,0.01
2026-02-26 15:13:39,-0.01
2026-02-26 15:13:39,0.01
2026-02-26 15:13:39,-0.01
2026-02-26 15:13:39,0.01
2026-02-26 15:13:39,-0.01
2026-02-26 15:13:39,0.01
2026-02-26 15:13:39,-0.01
2026-02-26 15:13:39,0
2026-02-26 15:13:39,0
2026-02-26 15:13:39,0.01
2026-02-26 15:13:39,-0.02
2026-02-26 15:13:39,0.02
2026-02-26 15:13:39,-0.01
2026-02-26 15:13:39,0.01
2026-02-26 15:13:39,-0.01
2026-02-26 15:13:39,0.01
2026-02-26 15:13:39,-0.01
2026-02-26 15:13:39,0.01
2026-02-26 15:13:39,-0.01
2026-02-26 15:13:39,0.01
2026-02-26 15:13:39,-0.01
2026-02-26 15:13:39,0.01
2026-02-26 15:13:39,-0.01
2026-02-26 15:13:39,0.01
2026-02-26 15:13:39,0
2026-02-26 15:13:39,0.01
2026-02-26 15:13:39,-0.01
2026-02-26 15:13:39,0.01
2026-02-26 15:13:39,-0.01
2026-02-26 15:13:39,0.01
2026-02-26 15:13:39,0
2026-02-26 15:13:39,0
2026-02-26 15:13:39,0
2026-02-26 15:13:39,0.01
2026-02-26 15:13:39,-0.01
2026-02-26 15:13:39,0
2026-02-26 15:13:39,0
2026-02-26 15:13:39,0.01
2026-02-26 15:13:39,-0.01
2026-02-26 15:13:39,0
2026-02-26 15:13:39,0
2026-02-26 15:13:39,0
2026-02-26 15:13:39,-0.01
2026-02-26 15:13:39,0.01
2026-02-26 15:13:39,-0.01
2026-02-26 15:13:39,0
2026-02-26 15:13:39,0
2026-02-26 15:13:39,0
2026-02-26 15:13:39,0
2026-02-26 15:13:39,0
2026-02-26 15:13:39,0
2026-02-26 15:13:39,0
2026-02-26 15:13:39,0
2026-02-26 15:13:39,0
2026-02-26 15:13:39,0
2026-02-26 15:13:40,0
2026-02-26 15:13:40,0
2026-02-26 15:13:40,0
2026-02-26 15:13:40,0
2026-02-26 15:13:40,0
2026-02-26 15:13:40,0
2026-02-26 15:13:40,0
2026-02-26 15:13:40,0
2026-02-26 15:13:40,0
2026-02-26 15:13:40,0
2026-02-26 15:13:40,0
2026-02-26 15:13:40,0.01
2026-02-26 15:13:40,-0.01
2026-02-26 15:13:40,0
2026-02-26 15:13:40,0
2026-02-26 15:13:40,0
2026-02-26 15:13:40,0
2026-02-26 15:13:40,0
2026-02-26 15:13:40,0
2026-02-26 15:13:40,0
2026-02-26 15:13:40,0
2026-02-26 15:13:40,0
2026-02-26 15:13:40,-0.01
2026-02-26 15:13:40,0.01
2026-02-26 15:13:40,-0.01
2026-02-26 15:13:40,0
