Timestamp,ECG_Value
2026-02-26 15:37:35.910,-0.0
2026-02-26 15:37:35.911,-0.0
2026-02-26 15:37:35.911,-0.0
2026-02-26 15:37:35.911,-0.0
2026-02-26 15:37:35.911,-0.0
2026-02-26 15:37:35.911,-0.0
2026-02-26 15:37:35.912,-0.0
2026-02-26 15:37:35.912,-0.0
2026-02-26 15:37:35.912,-0.0
2026-02-26 15:37:35.912,-0.0
2026-02-26 15:37:36.059,0.05
2026-02-26 15:37:36.059,-0.13
2026-02-26 15:37:36.066,0.11
2026-02-26 15:37:36.079,0.04
2026-02-26 15:37:36.092,-0.1
2026-02-26 15:37:36.106,0.03
2026-02-26 15:37:36.121,0.01
2026-02-26 15:37:36.133,0.01
2026-02-26 15:37:36.146,-0.03
2026-02-26 15:37:36.158,0.02
2026-02-26 15:37:36.173,-0.01
2026-02-26 15:37:36.186,0.01
2026-02-26 15:37:36.199,-0.02
2026-02-26 15:37:36.212,0.02
2026-02-26 15:37:36.228,-0.01
2026-02-26 15:37:36.239,0.0
2026-02-26 15:37:36.252,-0.0
2026-02-26 15:37:36.267,0.01
2026-02-26 15:37:36.279,-0.0
2026-02-26 15:37:36.293,-0.01
2026-02-26 15:37:36.306,0.01
2026-02-26 15:37:36.318,0.01
2026-02-26 15:37:36.332,-0.02
2026-02-26 15:37:36.346,0.01
2026-02-26 15:37:36.362,-0.01
2026-02-26 15:37:36.374,0.01
2026-02-26 15:37:36.386,-0.0
2026-02-26 15:37:36.399,-0.01
2026-02-26 15:37:36.412,0.01
2026-02-26 15:37:36.426,0.0
2026-02-26 15:37:36.439,-0.01
2026-02-26 15:37:36.452,0.0
2026-02-26 15:37:36.466,-0.0
2026-02-26 15:37:36.479,0.0
2026-02-26 15:37:36.492,0.01
2026-02-26 15:37:36.506,-0.01
2026-02-26 15:37:36.519,0.0
2026-02-26 15:37:36.535,0.0
2026-02-26 15:37:36.548,0.0
2026-02-26 15:37:36.559,-0.01
2026-02-26 15:37:36.572,0.01
2026-02-26 15:37:36.586,-0.0
2026-02-26 15:37:36.599,-0.0
2026-02-26 15:37:36.613,-0.0
2026-02-26 15:37:36.626,0.01
2026-02-26 15:37:36.639,-0.0
2026-02-26 15:37:36.652,-0.0
2026-02-26 15:37:36.666,-0.0
2026-02-26 15:37:36.679,0.0
2026-02-26 15:37:36.692,-0.01
2026-02-26 15:37:36.708,0.01
2026-02-26 15:37:36.721,-0.01
2026-02-26 15:37:36.732,0.01
2026-02-26 15:37:36.747,-0.0
2026-02-26 15:37:36.759,0.0
2026-02-26 15:37:36.773,-0.01
2026-02-26 15:37:36.786,0.01
2026-02-26 15:37:36.799,-0.01
2026-02-26 15:37:36.812,0.01
